"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag","Orthogroup"
"15801","WBGene00040448","IV",4505406,4508069,2664,"+","WormBase","gene",NA,NA,"1","CBG21754","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000618"
"15802","WBGene00040449","IV",4503507,4504766,1260,"+","WormBase","gene",NA,NA,"1","CBG21755","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008954"
"15803","WBGene00040450","IV",4475126,4482538,7413,"-","WormBase","gene",NA,NA,"1","Cbr-nhr-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011978"
"15804","WBGene00040451","IV",4464798,4473547,8750,"+","WormBase","gene",NA,NA,"1","Cbr-twk-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008951"
"15805","WBGene00040452","IV",4450844,4453638,2795,"-","WormBase","gene",NA,NA,"1","Cbr-mans-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008952"
"15806","WBGene00040453","IV",4447890,4450738,2849,"+","WormBase","gene",NA,NA,"1","Cbr-mppb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008953"
"15807","WBGene00040454","IV",4440390,4447780,7391,"+","WormBase","gene",NA,NA,"1","CBG21760","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011626"
"15808","WBGene00040455","IV",4437654,4438540,887,"+","WormBase","gene",NA,NA,"1","CBG21761","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15809","WBGene00040457","IV",4425306,4433366,8061,"-","WormBase","gene",NA,NA,"1","Cbr-msa-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008950"
"15810","WBGene00040458","IV",4423512,4424933,1422,"+","WormBase","gene",NA,NA,"1","Cbr-lpl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008949"
"15811","WBGene00040460","IV",4420071,4422444,2374,"+","WormBase","gene",NA,NA,"1","Cbr-icln-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008948"
"15812","WBGene00040461","IV",4419541,4419954,414,"+","WormBase","gene",NA,NA,"1","CBG21767","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011977"
"15813","WBGene00040462","IV",4398452,4417960,19509,"-","WormBase","gene",NA,NA,"1","Cbr-cpna-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008947"
"15814","WBGene00040463","IV",4412127,4415959,3833,"+","WormBase","gene",NA,NA,"1","Cbr-eri-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001210"
"15815","WBGene00040464","IV",4410762,4411869,1108,"-","WormBase","gene",NA,NA,"1","Cbr-sut-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0006932"
"15816","WBGene00040465","IV",4408453,4410633,2181,"-","WormBase","gene",NA,NA,"1","CBG21771","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011221"
"15817","WBGene00040466","IV",4394974,4418068,23095,"-","WormBase","gene",NA,NA,"1","CBG21773","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011976"
"15818","WBGene00040468","IV",4386408,4387246,839,"-","WormBase","gene",NA,NA,"1","Cbr-aly-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000273"
"15819","WBGene00040469","IV",4331571,4333532,1962,"+","WormBase","gene",NA,NA,"1","Cbr-aly-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000273"
"15820","WBGene00040470","IV",4375635,4378234,2600,"-","WormBase","gene",NA,NA,"1","CBG21777","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014362"
"15821","WBGene00040471","IV",4333538,4361500,27963,"-","WormBase","gene",NA,NA,"1","Cbr-nrfl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002602"
"15822","WBGene00040472","IV",4314704,4330960,16257,"-","WormBase","gene",NA,NA,"1","Cbr-rpb-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0018532"
"15823","WBGene00040473","IV",4325545,4330176,4632,"+","WormBase","gene",NA,NA,"1","Cbr-flp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008946"
"15824","WBGene00040474","IV",4314704,4330282,15579,"-","WormBase","gene",NA,NA,"1","Cbr-daf-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0008945"
"15825","WBGene00040475","IV",4312517,4314666,2150,"+","WormBase","gene",NA,NA,"1","CBG21784","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000713"
"15826","WBGene00040476","IV",4309925,4311557,1633,"+","WormBase","gene",NA,NA,"1","CBG21785","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15827","WBGene00040477","IV",4302189,4302779,591,"+","WormBase","gene",NA,NA,"1","CBG21787","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002708"
"15828","WBGene00040478","IV",4295982,4296472,491,"+","WormBase","gene",NA,NA,"1","CBG21788","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15829","WBGene00040479","IV",4293195,4295496,2302,"-","WormBase","gene",NA,NA,"1","CBG21789","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013671"
"15830","WBGene00040480","IV",4290291,4292578,2288,"-","WormBase","gene",NA,NA,"1","CBG21790","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013671"
"15831","WBGene00040481","IV",4274901,4280559,5659,"+","WormBase","gene",NA,NA,"1","Cbr-pcp-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000761"
"15832","WBGene00040482","IV",4270167,4273949,3783,"+","WormBase","gene",NA,NA,"1","CBG21794","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000761"
"15833","WBGene00040483","IV",4253762,4258880,5119,"+","WormBase","gene",NA,NA,"1","CBG21797","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0004875"
"15834","WBGene00040484","IV",4241908,4245982,4075,"+","WormBase","gene",NA,NA,"1","CBG21798","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012309"
"15835","WBGene00040485","IV",4224905,4241695,16791,"+","WormBase","gene",NA,NA,"1","Cbr-wnk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0009941"
"15836","WBGene00040487","V",2481997,2483678,1682,"+","WormBase","gene",NA,NA,"1","CBG21804","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000247"
"15837","WBGene00040488","V",2485577,2489517,3941,"+","WormBase","gene",NA,NA,"1","Cbr-srab-16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0015547"
"15838","WBGene00040489","V",2490257,2492725,2469,"-","WormBase","gene",NA,NA,"1","Cbr-mrpl-39","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005586"
"15839","WBGene00040490","V",2492975,2499139,6165,"+","WormBase","gene",NA,NA,"1","Cbr-gly-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005587"
"15840","WBGene00040491","V",2499140,2499545,406,"-","WormBase","gene",NA,NA,"1","CBG21808","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0021003"
"15841","WBGene00040492","V",2501181,2506626,5446,"-","WormBase","gene",NA,NA,"1","CBG21809","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001211"
"15842","WBGene00040493","V",2512298,2516246,3949,"+","WormBase","gene",NA,NA,"1","CBG21810","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005585"
"15843","WBGene00040495","V",2528800,2534212,5413,"-","WormBase","gene",NA,NA,"1","CBG21812","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002839"
"15844","WBGene00040496","V",2546423,2551144,4722,"-","WormBase","gene",NA,NA,"1","CBG21813","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005584"
"15845","WBGene00040497","V",2551523,2555109,3587,"+","WormBase","gene",NA,NA,"1","Cbr-knl-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005583"
"15846","WBGene00040498","V",2555787,2559881,4095,"+","WormBase","gene",NA,NA,"1","CBG21815","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0021004"
"15847","WBGene00040499","V",2559885,2561246,1362,"-","WormBase","gene",NA,NA,"1","CBG21816","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005582"
"15848","WBGene00040500","V",2561988,2566159,4172,"+","WormBase","gene",NA,NA,"1","Cbr-cct-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005581"
"15849","WBGene00040501","V",2567173,2571998,4826,"-","WormBase","gene",NA,NA,"1","Cbr-zig-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005580"
"15850","WBGene00040504","V",2584439,2591365,6927,"+","WormBase","gene",NA,NA,"1","Cbr-apx-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000832"
"15851","WBGene00040505","V",2592878,2593572,695,"+","WormBase","gene",NA,NA,"1","CBG21822","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15852","WBGene00040506","V",2594151,2597475,3325,"+","WormBase","gene",NA,NA,"1","CBG21823","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000057"
"15853","WBGene00040507","V",2599808,2601413,1606,"-","WormBase","gene",NA,NA,"1","CBG21824","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017126"
"15854","WBGene00040508","V",2601884,2604267,2384,"+","WormBase","gene",NA,NA,"1","CBG21825","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001624"
"15855","WBGene00040509","V",2604637,2607161,2525,"+","WormBase","gene",NA,NA,"1","Cbr-str-28.2","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15856","WBGene00040510","V",2608217,2615209,6993,"-","WormBase","gene",NA,NA,"1","CBG21827","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012783"
"15857","WBGene00040512","V",2621047,2622583,1537,"+","WormBase","gene",NA,NA,"1","Cbr-srh-89","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000718"
"15858","WBGene00040513","V",2625061,2626008,948,"-","WormBase","gene",NA,NA,"1","Cbr-srh-92","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0017204"
"15859","WBGene00040514","V",2630919,2631614,696,"-","WormBase","gene",NA,NA,"1","CBG21832","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0021005"
"15860","WBGene00040515","V",2634781,2636994,2214,"-","WormBase","gene",NA,NA,"1","Cbr-try-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010689"
"15861","WBGene00040516","V",2637196,2639151,1956,"-","WormBase","gene",NA,NA,"1","CBG21834","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010688"
"15862","WBGene00040517","V",2647439,2648055,617,"+","WormBase","gene",NA,NA,"1","CBG21836","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014305"
"15863","WBGene00040518","V",2648150,2651335,3186,"-","WormBase","gene",NA,NA,"1","CBG21837","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000057"
"15864","WBGene00040519","V",2653943,2655107,1165,"-","WormBase","gene",NA,NA,"1","Cbr-srbc-19","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000349"
"15865","WBGene00040520","V",2657119,2658273,1155,"-","WormBase","gene",NA,NA,"1","CBG21839","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000349"
"15866","WBGene00040521","V",2662231,2663561,1331,"+","WormBase","gene",NA,NA,"1","CBG21840","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000349"
"15867","WBGene00040522","V",2662968,2669979,7012,"-","WormBase","gene",NA,NA,"1","CBG21841","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000349"
"15868","WBGene00040523","V",2671986,2673095,1110,"-","WormBase","gene",NA,NA,"1","CBG21842","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002251"
"15869","WBGene00040524","V",2676979,2679376,2398,"-","WormBase","gene",NA,NA,"1","CBG21843","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002251"
"15870","WBGene00040525","V",2686518,2687488,971,"+","WormBase","gene",NA,NA,"1","CBG21844","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002395"
"15871","WBGene00040526","V",2690415,2692610,2196,"+","WormBase","gene",NA,NA,"1","CBG21845","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002395"
"15872","WBGene00040527","V",2693835,2694557,723,"+","WormBase","gene",NA,NA,"1","Cbr-srbc-45.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001885"
"15873","WBGene00040528","V",2697431,2698135,705,"-","WormBase","gene",NA,NA,"1","CBG21847","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002004"
"15874","WBGene00040529","V",2700417,2705370,4954,"-","WormBase","gene",NA,NA,"1","CBG21848","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002252"
"15875","WBGene00040530","V",2702777,2703065,289,"+","WormBase","gene",NA,NA,"1","CBG21849","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0014188"
"15876","WBGene00040532","V",2707590,2710005,2416,"+","WormBase","gene",NA,NA,"1","Cbr-nhr-270","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001764"
"15877","WBGene00040533","V",2712179,2715780,3602,"-","WormBase","gene",NA,NA,"1","Cbr-srab-25","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001442"
"15878","WBGene00040534","V",2719947,2722267,2321,"-","WormBase","gene",NA,NA,"1","CBG21853","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003664"
"15879","WBGene00040536","V",2727122,2729035,1914,"+","WormBase","gene",NA,NA,"1","Cbr-srbc-59","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000247"
"15880","WBGene00040537","V",2733580,2734418,839,"-","WormBase","gene",NA,NA,"1","CBG21856","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15881","WBGene00040538","V",2737923,2740277,2355,"+","WormBase","gene",NA,NA,"1","Cbr-srw-112","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000344"
"15882","WBGene00040539","V",2741635,2744207,2573,"+","WormBase","gene",NA,NA,"1","CBG21858","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000471"
"15883","WBGene00040540","V",2744519,2748218,3700,"+","WormBase","gene",NA,NA,"1","CBG21859","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000471"
"15884","WBGene00040541","V",2753576,2755784,2209,"+","WormBase","gene",NA,NA,"1","Cbr-srab-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001336"
"15885","WBGene00040542","V",2766054,2768185,2132,"+","WormBase","gene",NA,NA,"1","Cbr-lag-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003015"
"15886","WBGene00040543","V",2772289,2774451,2163,"+","WormBase","gene",NA,NA,"1","Cbr-irld-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0011352"
"15887","WBGene00040544","V",2774452,2778529,4078,"-","WormBase","gene",NA,NA,"1","Cbr-glrx-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007316"
"15888","WBGene00040545","V",2778538,2783085,4548,"-","WormBase","gene",NA,NA,"1","Cbr-figl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007315"
"15889","WBGene00040546","V",2783189,2783563,375,"-","WormBase","gene",NA,NA,"1","Cbr-hpo-18","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012615"
"15890","WBGene00040547","V",2784184,2786753,2570,"+","WormBase","gene",NA,NA,"1","Cbr-mcm-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002479"
"15891","WBGene00040548","II",14523476,14524459,984,"-","WormBase","gene",NA,NA,"1","CBG21869","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000172"
"15892","WBGene00040550","II",14515593,14516330,738,"+","WormBase","gene",NA,NA,"1","CBG21872","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15893","WBGene00040551","II",14511670,14512708,1039,"+","WormBase","gene",NA,NA,"1","CBG21874","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15894","WBGene00040552","II",14510067,14511185,1119,"+","WormBase","gene",NA,NA,"1","CBG21875","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15895","WBGene00040553","II",14504355,14506615,2261,"+","WormBase","gene",NA,NA,"1","CBG21877","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013859"
"15896","WBGene00040554","II",14500720,14502371,1652,"+","WormBase","gene",NA,NA,"1","CBG21878","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005035"
"15897","WBGene00040555","II",14495197,14496321,1125,"-","WormBase","gene",NA,NA,"1","CBG21879","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000408"
"15898","WBGene00040556","II",14493191,14494553,1363,"+","WormBase","gene",NA,NA,"1","CBG21880","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000408"
"15899","WBGene00040557","II",14488881,14491119,2239,"+","WormBase","gene",NA,NA,"1","Cbr-rnp-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003593"
"15900","WBGene00040558","II",14478092,14479295,1204,"-","WormBase","gene",NA,NA,"1","CBG21882","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000408"
"15901","WBGene00040560","II",14446951,14456820,9870,"+","WormBase","gene",NA,NA,"1","Cbr-ador-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002872"
"15902","WBGene00040562","I",6812664,6814292,1629,"-","WormBase","gene",NA,NA,"1","CBG21890","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0016242"
"15903","WBGene00040563","I",6816956,6819518,2563,"-","WormBase","gene",NA,NA,"1","Cbr-mrpl-13","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010582"
"15904","WBGene00040564","I",6820000,6821588,1589,"-","WormBase","gene",NA,NA,"1","CBG21892","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005285"
"15905","WBGene00040565","I",6822003,6824345,2343,"+","WormBase","gene",NA,NA,"1","CBG21893","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005277"
"15906","WBGene00040566","I",6824799,6826805,2007,"+","WormBase","gene",NA,NA,"1","Cbr-ttx-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005276"
"15907","WBGene00040567","I",6826911,6828324,1414,"+","WormBase","gene",NA,NA,"1","Cbr-dylt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005275"
"15908","WBGene00040568","I",6828325,6832491,4167,"+","WormBase","gene",NA,NA,"1","CBG21896","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005274"
"15909","WBGene00040569","I",6832490,6833931,1442,"-","WormBase","gene",NA,NA,"1","CBG21897","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005273"
"15910","WBGene00040570","I",6834016,6836263,2248,"-","WormBase","gene",NA,NA,"1","Cbr-srd-53","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012735"
"15911","WBGene00040571","I",6838042,6839816,1775,"-","WormBase","gene",NA,NA,"1","Cbr-ztf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010577"
"15912","WBGene00040572","I",6847957,6850485,2529,"+","WormBase","gene",NA,NA,"1","CBG21901","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010576"
"15913","WBGene00040573","I",6850588,6851855,1268,"+","WormBase","gene",NA,NA,"1","Cbr-pfd-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005272"
"15914","WBGene00040574","I",6851765,6856045,4281,"+","WormBase","gene",NA,NA,"1","Cbr-rde-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005271"
"15915","WBGene00040575","I",6856307,6857102,796,"+","WormBase","gene",NA,NA,"1","Cbr-hint-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005270"
"15916","WBGene00040576","I",6859213,6860530,1318,"-","WormBase","gene",NA,NA,"1","CBG21906","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001793"
"15917","WBGene00040578","I",6867655,6869498,1844,"+","WormBase","gene",NA,NA,"1","Cbr-wee-1.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001793"
"15918","WBGene00040579","I",6870260,6875989,5730,"+","WormBase","gene",NA,NA,"1","Cbr-tyr-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005268"
"15919","WBGene00040580","I",6879039,6884610,5572,"+","WormBase","gene",NA,NA,"1","Cbr-twk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005267"
"15920","WBGene00040581","I",6886462,6895414,8953,"+","WormBase","gene",NA,NA,"1","Cbr-myo-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0000163"
"15921","WBGene00040582","I",6896432,6899311,2880,"-","WormBase","gene",NA,NA,"1","Cbr-ztf-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0013586"
"15922","WBGene00040583","I",6899747,6901843,2097,"-","WormBase","gene",NA,NA,"1","CBG21913","WormBase","pseudogene",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15923","WBGene00040584","I",6902974,6903579,606,"-","WormBase","gene",NA,NA,"1","CBG21915","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002021"
"15924","WBGene00040585","I",6905756,6907880,2125,"+","WormBase","gene",NA,NA,"1","Cbr-lin-61","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0001172"
"15925","WBGene00040586","I",6908628,6910553,1926,"+","WormBase","gene",NA,NA,"1","Cbr-adsl-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005266"
"15926","WBGene00040587","I",6910571,6911635,1065,"+","WormBase","gene",NA,NA,"1","CBG21918","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010575"
"15927","WBGene00040588","I",6911742,6912647,906,"-","WormBase","gene",NA,NA,"1","CBG21919","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005265"
"15928","WBGene00040589","I",6912834,6914393,1560,"-","WormBase","gene",NA,NA,"1","Cbr-cpg-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002774"
"15929","WBGene00040590","I",6914674,6915372,699,"-","WormBase","gene",NA,NA,"1","CBG21921","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0016243"
"15930","WBGene00040591","I",6917193,6921511,4319,"+","WormBase","gene",NA,NA,"1","Cbr-dhp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010569"
"15931","WBGene00040592","I",6921826,6928239,6414,"-","WormBase","gene",NA,NA,"1","Cbr-unc-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005262"
"15932","WBGene00040593","I",6933545,6939381,5837,"+","WormBase","gene",NA,NA,"1","Cbr-glr-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005263"
"15933","WBGene00040594","I",6943836,6945984,2149,"+","WormBase","gene",NA,NA,"1","Cbr-let-522","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005256"
"15934","WBGene00040595","I",6953023,6955641,2619,"-","WormBase","gene",NA,NA,"1","Cbr-cnnm-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0007001"
"15935","WBGene00040596","I",6955668,6958233,2566,"-","WormBase","gene",NA,NA,"1","CBG21927","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010570"
"15936","WBGene00040597","I",6958624,6961191,2568,"-","WormBase","gene",NA,NA,"1","Cbr-swsn-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012733"
"15937","WBGene00040598","I",6961428,6964962,3535,"-","WormBase","gene",NA,NA,"1","Cbr-nhr-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005254"
"15938","WBGene00040599","I",6972580,6974470,1891,"-","WormBase","gene",NA,NA,"1","CBG21931","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002337"
"15939","WBGene00040600","I",6975100,6979357,4258,"-","WormBase","gene",NA,NA,"1","CBG21932","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0002337"
"15940","WBGene00040601","I",6981831,6984643,2813,"+","WormBase","gene",NA,NA,"1","CBG21933","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0012734"
"15941","WBGene00040602","I",6983216,6987314,4099,"-","WormBase","gene",NA,NA,"1","CBG21934","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005255"
"15942","WBGene00040603","I",6987487,6990344,2858,"-","WormBase","gene",NA,NA,"1","CBG21935","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0005003"
"15943","WBGene00040604","I",6990398,6993885,3488,"-","WormBase","gene",NA,NA,"1","Cbr-trpa-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0003563"
"15944","WBGene00040605","I",7001070,7002787,1718,"+","WormBase","gene",NA,NA,"1","Cbr-col-61","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA,"OG0010571"
