"","gene_id","seqnames","start","end","width","strand","source","type","score","phase","gene_version","gene_source","gene_biotype","transcript_id","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","gene_name","Orthogroup"
"20317","FL83_20557","scaffold_268",41608,47864,6257,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017509"
"20318","FL83_20558","scaffold_268",49096,55736,6641,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022052"
"20319","FL83_20559","scaffold_268",67482,68382,901,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000153"
"20320","FL83_20560","scaffold_268",79121,80245,1125,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002437"
"20321","FL83_20561","scaffold_268",91123,93331,2209,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001141"
"20322","FL83_20562","scaffold_268",99684,105308,5625,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006642"
"20323","FL83_20563","scaffold_268",110621,120319,9699,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002962"
"20324","FL83_20564","scaffold_268",120977,125569,4593,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002961"
"20325","FL83_20565","scaffold_272",1,752,752,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001427"
"20326","FL83_20566","scaffold_272",7257,8634,1378,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20327","FL83_20567","scaffold_272",10166,12748,2583,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000235"
"20328","FL83_20568","scaffold_272",16881,20847,3967,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000398"
"20329","FL83_20569","scaffold_272",25331,28279,2949,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019027"
"20330","FL83_20570","scaffold_272",48574,49185,612,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019028"
"20331","FL83_20571","scaffold_272",52449,54351,1903,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20332","FL83_20572","scaffold_272",69377,70071,695,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20333","FL83_20573","scaffold_272",72134,72942,809,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017511"
"20334","FL83_20574","scaffold_272",74316,75422,1107,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017512"
"20335","FL83_20575","scaffold_272",82681,85405,2725,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012664"
"20336","FL83_20576","scaffold_272",87089,87492,404,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012664"
"20337","FL83_20577","scaffold_272",94007,96237,2231,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0012664"
"20338","FL83_20578","scaffold_272",102849,103323,475,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20339","FL83_20579","scaffold_272",106174,107489,1316,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022069"
"20340","FL83_20580","scaffold_272",110094,115530,5437,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001991"
"20341","FL83_20581","scaffold_272",121904,127682,5779,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001591"
"20342","FL83_20582","scaffold_272",128030,129711,1682,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001591"
"20343","FL83_20583","scaffold_272",130405,131477,1073,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001591"
"20344","FL83_20585","scaffold_252",6140,8415,2276,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000288"
"20345","FL83_20586","scaffold_252",9293,9705,413,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017223"
"20346","FL83_20587","scaffold_252",17446,17789,344,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013746"
"20347","FL83_20588","scaffold_252",19488,20042,555,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019008"
"20348","FL83_20589","scaffold_252",20490,29905,9416,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013746"
"20349","FL83_20590","scaffold_252",30230,31318,1089,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000541"
"20350","FL83_20591","scaffold_252",32064,33670,1607,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001428"
"20351","FL83_20592","scaffold_252",37643,44746,7104,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013747"
"20352","FL83_20593","scaffold_252",47703,49978,2276,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016495"
"20353","FL83_20594","scaffold_252",55540,56210,671,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013747"
"20354","FL83_20595","scaffold_252",58845,59450,606,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013747"
"20355","FL83_20596","scaffold_252",62291,64346,2056,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016495"
"20356","FL83_20597","scaffold_252",65026,66388,1363,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019009"
"20357","FL83_20598","scaffold_252",66823,68305,1483,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019009"
"20358","FL83_20599","scaffold_252",68248,69766,1519,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017493"
"20359","FL83_20600","scaffold_252",72670,73041,372,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015067"
"20360","FL83_20601","scaffold_252",73624,75112,1489,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013748"
"20361","FL83_20602","scaffold_252",89076,90348,1273,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022022"
"20362","FL83_20603","scaffold_252",90732,95229,4498,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000053"
"20363","FL83_20604","scaffold_252",95547,96662,1116,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001575"
"20364","FL83_20605","scaffold_252",98074,102918,4845,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019010"
"20365","FL83_20606","scaffold_252",107868,108426,559,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000053"
"20366","FL83_20607","scaffold_252",108711,109975,1265,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018464"
"20367","FL83_20608","scaffold_252",112806,113721,916,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019011"
"20368","FL83_20609","scaffold_252",121846,124484,2639,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000179"
"20369","FL83_20610","scaffold_252",124790,128678,3889,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002723"
"20370","FL83_20611","scaffold_241",1487,2421,935,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20371","FL83_20612","scaffold_241",4445,4790,346,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016485"
"20372","FL83_20613","scaffold_241",6746,12197,5452,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003492"
"20373","FL83_20614","scaffold_241",13116,14003,888,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20374","FL83_20615","scaffold_241",15124,16381,1258,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20375","FL83_20616","scaffold_241",18471,21223,2753,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015058"
"20376","FL83_20617","scaffold_241",25367,25640,274,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002434"
"20377","FL83_20618","scaffold_241",29000,29397,398,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017479"
"20378","FL83_20619","scaffold_241",33074,34153,1080,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018990"
"20379","FL83_20620","scaffold_241",36265,36762,498,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018991"
"20380","FL83_20621","scaffold_241",41841,42505,665,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001585"
"20381","FL83_20622","scaffold_241",49461,51145,1685,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000250"
"20382","FL83_20623","scaffold_241",54929,55739,811,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000712"
"20383","FL83_20624","scaffold_241",62154,62778,625,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0021967"
"20384","FL83_20625","scaffold_241",70358,71063,706,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015059"
"20385","FL83_20626","scaffold_241",73521,73859,339,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015059"
"20386","FL83_20627","scaffold_241",79283,80425,1143,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015059"
"20387","FL83_20628","scaffold_241",82559,83034,476,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015059"
"20388","FL83_20629","scaffold_241",91505,92742,1238,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016488"
"20389","FL83_20630","scaffold_241",97552,98563,1012,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0021968"
"20390","FL83_20631","scaffold_241",99615,101728,2114,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20391","FL83_20632","scaffold_241",104793,105649,857,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000634"
"20392","FL83_20633","scaffold_241",115546,116189,644,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20393","FL83_20634","scaffold_241",116576,118058,1483,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000394"
"20394","FL83_20635","scaffold_241",122786,123977,1192,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014462"
"20395","FL83_20636","scaffold_249",109,2878,2770,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003881"
"20396","FL83_20637","scaffold_249",13477,18063,4587,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006168"
"20397","FL83_20638","scaffold_249",13624,15345,1722,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20398","FL83_20639","scaffold_249",19626,21547,1922,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014988"
"20399","FL83_20640","scaffold_249",23099,27201,4103,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019000"
"20400","FL83_20641","scaffold_249",29275,39359,10085,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002112"
"20401","FL83_20642","scaffold_249",42753,46219,3467,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010962"
"20402","FL83_20643","scaffold_249",54817,55825,1009,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019001"
"20403","FL83_20644","scaffold_249",57459,57867,409,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017487"
"20404","FL83_20645","scaffold_249",58315,58617,303,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0017487"
"20405","FL83_20646","scaffold_249",59019,60658,1640,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015254"
"20406","FL83_20647","scaffold_249",60884,62105,1222,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014616"
"20407","FL83_20648","scaffold_249",63319,65542,2224,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002325"
"20408","FL83_20649","scaffold_249",66187,67901,1715,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013811"
"20409","FL83_20650","scaffold_249",66710,68191,1482,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20410","FL83_20651","scaffold_249",68298,72295,3998,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005133"
"20411","FL83_20652","scaffold_249",78814,80486,1673,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005134"
"20412","FL83_20653","scaffold_249",86231,86680,450,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20413","FL83_20654","scaffold_249",93290,93654,365,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20414","FL83_20655","scaffold_249",97534,101214,3681,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005137"
"20415","FL83_20656","scaffold_249",102367,106873,4507,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002326"
"20416","FL83_20657","scaffold_249",107788,108438,651,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20417","FL83_20658","scaffold_249",114148,116448,2301,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005138"
"20418","FL83_20659","scaffold_249",126537,127920,1384,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002326"
"20419","FL83_20660","scaffold_249",129115,129504,390,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003535"
"20420","FL83_20661","scaffold_256",2199,3048,850,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0018148"
"20421","FL83_20662","scaffold_256",4001,5796,1796,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019015"
"20422","FL83_20663","scaffold_256",11083,15781,4699,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007583"
"20423","FL83_20664","scaffold_256",16516,17231,716,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007582"
"20424","FL83_20665","scaffold_256",20332,22991,2660,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004249"
"20425","FL83_20666","scaffold_256",23275,24306,1032,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007584"
"20426","FL83_20667","scaffold_256",26071,27065,995,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007585"
"20427","FL83_20668","scaffold_256",27340,29771,2432,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007586"
"20428","FL83_20669","scaffold_256",30231,31589,1359,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003108"
"20429","FL83_20670","scaffold_256",35204,36216,1013,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004053"
"20430","FL83_20671","scaffold_256",42721,43769,1049,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013100"
"20431","FL83_20672","scaffold_256",50044,50730,687,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20432","FL83_20673","scaffold_256",56709,57501,793,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20433","FL83_20674","scaffold_256",58360,58737,378,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0014014"
"20434","FL83_20675","scaffold_256",66310,75164,8855,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003107"
"20435","FL83_20676","scaffold_256",75402,77815,2414,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0011469"
"20436","FL83_20677","scaffold_256",77850,78805,956,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20437","FL83_20678","scaffold_256",80765,80974,210,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022030"
"20438","FL83_20679","scaffold_256",84596,93132,8537,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001355"
"20439","FL83_20680","scaffold_256",94763,96269,1507,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007596"
"20440","FL83_20681","scaffold_256",97056,98951,1896,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0006732"
"20441","FL83_20682","scaffold_256",99102,100288,1187,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007587"
"20442","FL83_20683","scaffold_256",101021,103851,2831,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007588"
"20443","FL83_20684","scaffold_256",105908,106675,768,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007589"
"20444","FL83_20685","scaffold_256",109403,110010,608,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007590"
"20445","FL83_20686","scaffold_256",112861,113338,478,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0015464"
"20446","FL83_20687","scaffold_256",123351,127826,4476,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007591"
"20447","FL83_20688","scaffold_259",1520,3391,1872,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001232"
"20448","FL83_20689","scaffold_259",4612,7570,2959,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001216"
"20449","FL83_20690","scaffold_259",7309,11939,4631,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022035"
"20450","FL83_20691","scaffold_259",13096,13875,780,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20451","FL83_20692","scaffold_259",19759,20371,613,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20452","FL83_20693","scaffold_259",21457,22003,547,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0019016"
"20453","FL83_20694","scaffold_259",26354,26811,458,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000384"
"20454","FL83_20695","scaffold_259",42268,43972,1705,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000012"
"20455","FL83_20696","scaffold_259",46462,57808,11347,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002571"
"20456","FL83_20697","scaffold_259",71337,71599,263,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20457","FL83_20698","scaffold_259",73764,75214,1451,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016499"
"20458","FL83_20699","scaffold_259",76875,81059,4185,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001158"
"20459","FL83_20700","scaffold_259",82055,89090,7036,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002811"
"20460","FL83_20701","scaffold_259",89222,92743,3522,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0010642"
"20461","FL83_20702","scaffold_259",97466,101544,4079,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0002812"
"20462","FL83_20703","scaffold_259",105306,109329,4024,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0005470"
"20463","FL83_20704","scaffold_259",109681,115007,5327,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001302"
"20464","FL83_20705","scaffold_259",115498,118532,3035,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0000960"
"20465","FL83_20706","scaffold_259",123633,124750,1118,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0003624"
"20466","FL83_20707","scaffold_259",125284,128491,3208,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001302"
"20467","FL83_20708","scaffold_255",4822,14934,10113,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0001217"
"20468","FL83_20709","scaffold_255",4920,6116,1197,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022026"
"20469","FL83_20710","scaffold_255",15407,18429,3023,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007164"
"20470","FL83_20711","scaffold_255",30378,30928,551,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0016915"
"20471","FL83_20712","scaffold_255",33198,35009,1812,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0004122"
"20472","FL83_20713","scaffold_255",35064,38544,3481,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007165"
"20473","FL83_20714","scaffold_255",35610,38403,2794,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0022027"
"20474","FL83_20715","scaffold_255",64283,69806,5524,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0007166"
"20475","FL83_20716","scaffold_255",77533,87313,9781,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20476","FL83_20717","scaffold_255",103213,105180,1968,"-","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"20477","FL83_20718","scaffold_255",105130,107223,2094,"+","WormBase","gene",NA,NA,"1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,"OG0013037"
