"","X","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_name","transcript_source","transcript_biotype","exon_number","exon_id","protein_id","tag"
"4026",4056,"III",4020037,4021883,1847,"+","WormBase","gene",NA,NA,"WBGene00011367",1,"snpc-3.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4027",4057,"III",4022166,4025661,3496,"+","WormBase","gene",NA,NA,"WBGene00011368",1,"tftc-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4028",4058,"III",4029095,4036840,7746,"-","WormBase","gene",NA,NA,"WBGene00002038",1,"hum-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4029",4059,"III",4052254,4057976,5723,"-","WormBase","gene",NA,NA,"WBGene00004322",1,"rcq-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4030",4060,"III",4115385,4147278,31894,"+","WormBase","gene",NA,NA,"WBGene00006830",1,"unc-103","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4031",4061,"III",4153599,4154649,1051,"+","WormBase","gene",NA,NA,"WBGene00006448",1,"glod-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4032",4062,"III",4161970,4164171,2202,"-","WormBase","gene",NA,NA,"WBGene00007628",1,"C16C10.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4033",4063,"III",4168777,4170953,2177,"-","WormBase","gene",NA,NA,"WBGene00007626",1,"rnf-121","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4034",4064,"III",4171336,4172223,888,"+","WormBase","gene",NA,NA,"WBGene00007625",1,"C16C10.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4035",4065,"III",4177545,4178664,1120,"-","WormBase","gene",NA,NA,"WBGene00007623",1,"C16C10.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4036",4066,"III",4188160,4189290,1131,"+","WormBase","gene",NA,NA,"WBGene00011278",1,"R74.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4037",4067,"III",4202253,4204222,1970,"-","WormBase","gene",NA,NA,"WBGene00011280",1,"pelo-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4038",4068,"III",4204429,4205813,1385,"+","WormBase","gene",NA,NA,"WBGene00011281",1,"R74.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4039",4069,"III",4209488,4216749,7262,"+","WormBase","gene",NA,NA,"WBGene00009647",1,"phlp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4040",4070,"III",4229141,4230458,1318,"+","WormBase","gene",NA,NA,"WBGene00009649",1,"F43C1.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4041",4071,"III",4230436,4233219,2784,"-","WormBase","gene",NA,NA,"WBGene00003619",1,"nhr-20","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4042",4072,"III",4276196,4280224,4029,"-","WormBase","gene",NA,NA,"WBGene00006331",1,"sup-26","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4043",4073,"III",4291543,4294253,2711,"-","WormBase","gene",NA,NA,"WBGene00011201",1,"nth-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4044",4074,"III",4294812,4296599,1788,"+","WormBase","gene",NA,NA,"WBGene00011203",1,"R10E4.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4045",4075,"III",4301620,4302393,774,"-","WormBase","gene",NA,NA,"WBGene00011205",1,"R10E4.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4046",4076,"III",4303096,4313128,10033,"-","WormBase","gene",NA,NA,"WBGene00001352",1,"evl-14","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4047",4077,"III",4317702,4320337,2636,"+","WormBase","gene",NA,NA,"WBGene00006478",1,"tag-131","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4048",4078,"III",4324280,4331228,6949,"-","WormBase","gene",NA,NA,"WBGene00001631",1,"gly-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4049",4079,"III",4332992,4341984,8993,"+","WormBase","gene",NA,NA,"WBGene00007135",1,"cdk-12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4050",4080,"III",4345334,4350079,4746,"+","WormBase","gene",NA,NA,"WBGene00002003",1,"hse-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4051",4081,"III",4350099,4355979,5881,"+","WormBase","gene",NA,NA,"WBGene00007138",1,"B0285.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4052",4082,"III",4356594,4364979,8386,"+","WormBase","gene",NA,NA,"WBGene00007139",1,"mnp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4053",4083,"III",4394796,4396617,1822,"+","WormBase","gene",NA,NA,"WBGene00011112",1,"R07E5.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4054",4084,"III",4404786,4406285,1500,"+","WormBase","gene",NA,NA,"WBGene00011111",1,"snfc-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4055",4085,"III",4408551,4412217,3667,"+","WormBase","gene",NA,NA,"WBGene00011109",1,"gpch-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4056",4086,"III",4413457,4414748,1292,"+","WormBase","gene",NA,NA,"WBGene00011119",1,"mpc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4057",4087,"III",4414728,4415235,508,"-","WormBase","gene",NA,NA,"WBGene00011117",1,"R07E5.11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4058",4088,"III",4442081,4444237,2157,"+","WormBase","gene",NA,NA,"WBGene00003590",1,"nex-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4059",4089,"III",4462833,4467377,4545,"-","WormBase","gene",NA,NA,"WBGene00003577",1,"ndg-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4060",4090,"III",4475918,4476876,959,"+","WormBase","gene",NA,NA,"WBGene00004470",1,"rps-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4061",4091,"III",4476918,4477572,655,"-","WormBase","gene",NA,NA,"WBGene00002100",1,"ins-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4062",4092,"III",4491627,4499045,7419,"-","WormBase","gene",NA,NA,"WBGene00000223",1,"atf-7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4063",4093,"III",4499188,4508114,8927,"-","WormBase","gene",NA,NA,"WBGene00000380",1,"cct-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4064",4094,"III",4541420,4542452,1033,"-","WormBase","gene",NA,NA,"WBGene00010905",1,"mrps-34","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4065",4095,"III",4542881,4546014,3134,"+","WormBase","gene",NA,NA,"WBGene00010909",1,"cisd-3.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4066",4096,"III",4562738,4566283,3546,"+","WormBase","gene",NA,NA,"WBGene00003915",1,"pan-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4067",4097,"III",4566275,4568130,1856,"-","WormBase","gene",NA,NA,"WBGene00009439",1,"mlcd-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4068",4098,"III",4571764,4578437,6674,"-","WormBase","gene",NA,NA,"WBGene00004762",1,"sel-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4069",4099,"III",4593863,4594424,562,"-","WormBase","gene",NA,NA,"WBGene00000145",1,"apc-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4070",4100,"III",4596059,4612384,16326,"-","WormBase","gene",NA,NA,"WBGene00004760",1,"sel-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4071",4101,"III",4623029,4626168,3140,"+","WormBase","gene",NA,NA,"WBGene00008656",1,"lron-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4072",4102,"III",4643929,4646346,2418,"-","WormBase","gene",NA,NA,"WBGene00004118",1,"pqn-29","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4073",4103,"III",4658794,4662702,3909,"+","WormBase","gene",NA,NA,"WBGene00011955",1,"cdka-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4074",4104,"III",4663174,4665372,2199,"-","WormBase","gene",NA,NA,"WBGene00011956",1,"T23F11.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4075",4105,"III",4686097,4688456,2360,"-","WormBase","gene",NA,NA,"WBGene00044078",1,"tag-243","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4076",4106,"III",4689280,4692171,2892,"+","WormBase","gene",NA,NA,"WBGene00011407",1,"ppat-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4077",4107,"III",4692098,4693307,1210,"-","WormBase","gene",NA,NA,"WBGene00011408",1,"nifk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4078",4108,"III",4693995,4695270,1276,"+","WormBase","gene",NA,NA,"WBGene00011410",1,"T04A8.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4079",4109,"III",4695357,4698014,2658,"+","WormBase","gene",NA,NA,"WBGene00011409",1,"T04A8.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4080",4110,"III",4698119,4699380,1262,"+","WormBase","gene",NA,NA,"WBGene00001036",1,"dnj-18","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4081",4111,"III",4700325,4704025,3701,"-","WormBase","gene",NA,NA,"WBGene00000543",1,"clp-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4082",4112,"III",4705507,4706952,1446,"+","WormBase","gene",NA,NA,"WBGene00007045",1,"pgap-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4083",4113,"III",4731938,4734032,2095,"+","WormBase","gene",NA,NA,"WBGene00008910",1,"F17C8.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4084",4114,"III",4737586,4740075,2490,"-","WormBase","gene",NA,NA,"WBGene00004311",1,"ras-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4085",4115,"III",4753007,4754051,1045,"-","WormBase","gene",NA,NA,"WBGene00004469",1,"rps-0","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4086",4116,"III",4776038,4778103,2066,"-","WormBase","gene",NA,NA,"WBGene00007172",1,"B0393.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4087",4117,"III",4780162,4781987,1826,"-","WormBase","gene",NA,NA,"WBGene00007171",1,"B0393.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4088",4118,"III",4796836,4802907,6072,"+","WormBase","gene",NA,NA,"WBGene00008006",1,"tag-325","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4089",4119,"III",4825344,4829540,4197,"-","WormBase","gene",NA,NA,"WBGene00017807",1,"F26A1.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4090",4120,"III",4852325,4855171,2847,"+","WormBase","gene",NA,NA,"WBGene00000418",1,"ced-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4091",4121,"III",4859339,4860772,1434,"+","WormBase","gene",NA,NA,"WBGene00016443",1,"C35D10.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4092",4122,"III",4860683,4861794,1112,"-","WormBase","gene",NA,NA,"WBGene00016446",1,"C35D10.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4093",4123,"III",4863427,4866948,3522,"+","WormBase","gene",NA,NA,"WBGene00000767",1,"coq-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4094",4124,"III",4867062,4867469,408,"+","WormBase","gene",NA,NA,"WBGene00016452",1,"C35D10.17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4095",4125,"III",4872474,4874771,2298,"-","WormBase","gene",NA,NA,"WBGene00016448",1,"C35D10.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4096",4126,"III",4878658,4879643,986,"+","WormBase","gene",NA,NA,"WBGene00000204",1,"arx-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4097",4127,"III",4891608,4893640,2033,"-","WormBase","gene",NA,NA,"WBGene00017828",1,"F26F4.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4098",4128,"III",4893658,4899085,5428,"-","WormBase","gene",NA,NA,"WBGene00003598",1,"nhl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4099",4129,"III",4900508,4903170,2663,"+","WormBase","gene",NA,NA,"WBGene00017826",1,"tag-340","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4100",4130,"III",4903997,4905473,1477,"-","WormBase","gene",NA,NA,"WBGene00005011",1,"F26F4.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4101",4131,"III",4907196,4908993,1798,"+","WormBase","gene",NA,NA,"WBGene00004400",1,"rom-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4102",4132,"III",4908960,4910038,1079,"-","WormBase","gene",NA,NA,"WBGene00017831",1,"F26F4.12","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4103",4133,"III",4912699,4914133,1435,"+","WormBase","gene",NA,NA,"WBGene00017825",1,"cee-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4104",4134,"III",4958321,4960304,1984,"-","WormBase","gene",NA,NA,"WBGene00016166",1,"C27F2.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4105",4135,"III",4961817,4963044,1228,"-","WormBase","gene",NA,NA,"WBGene00043156",1,"C27F2.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4106",4136,"III",4965571,4979738,14168,"+","WormBase","gene",NA,NA,"WBGene00003558",1,"nca-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4107",4137,"III",4987209,4991450,4242,"+","WormBase","gene",NA,NA,"WBGene00016165",1,"wdr-60","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4108",4138,"III",4991439,4998161,6723,"-","WormBase","gene",NA,NA,"WBGene00016170",1,"tmem-131","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4109",4139,"III",4999375,5001368,1994,"+","WormBase","gene",NA,NA,"WBGene00020095",1,"smcr-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4110",4140,"III",5030929,5036583,5655,"+","WormBase","gene",NA,NA,"WBGene00002218",1,"klp-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4111",4141,"III",5042412,5044672,2261,"+","WormBase","gene",NA,NA,"WBGene00016684",1,"nlp-43","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4112",4142,"III",5048117,5050158,2042,"+","WormBase","gene",NA,NA,"WBGene00016676",1,"C45G9.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4113",4143,"III",5081724,5082995,1272,"+","WormBase","gene",NA,NA,"WBGene00006519",1,"cox-6A","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4114",4144,"III",5083206,5085629,2424,"-","WormBase","gene",NA,NA,"WBGene00000279",1,"cah-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4115",4145,"III",5107330,5108492,1163,"+","WormBase","gene",NA,NA,"WBGene00001076",1,"dpy-17","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4116",4146,"III",5109701,5130676,20976,"+","WormBase","gene",NA,NA,"WBGene00004728",1,"sax-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4117",4147,"III",5130923,5136296,5374,"-","WormBase","gene",NA,NA,"WBGene00006543",1,"tbx-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4118",4148,"III",5153464,5155436,1973,"+","WormBase","gene",NA,NA,"WBGene00021899",1,"Y54H5A.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4119",4149,"III",5155462,5158774,3313,"-","WormBase","gene",NA,NA,"WBGene00021902",1,"oxy-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4120",4150,"III",5173439,5173809,371,"+","WormBase","gene",NA,NA,"WBGene00019630",1,"emb-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4121",4151,"III",5185920,5188587,2668,"+","WormBase","gene",NA,NA,"WBGene00019628",1,"pup-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4122",4152,"III",5191124,5196088,4965,"+","WormBase","gene",NA,NA,"WBGene00019627",1,"hira-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4123",4153,"III",5196680,5199677,2998,"-","WormBase","gene",NA,NA,"WBGene00001262",1,"emb-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4124",4154,"III",5207567,5209109,1543,"-","WormBase","gene",NA,NA,"WBGene00022534",1,"syx-16","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4125",4155,"III",5225621,5226804,1184,"+","WormBase","gene",NA,NA,"WBGene00003588",1,"nex-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4126",4156,"III",5226818,5227884,1067,"-","WormBase","gene",NA,NA,"WBGene00016411",1,"C34E10.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4127",4157,"III",5236404,5240383,3980,"+","WormBase","gene",NA,NA,"WBGene00006946",1,"prx-10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4128",4158,"III",5254438,5258886,4449,"+","WormBase","gene",NA,NA,"WBGene00001660",1,"gop-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4129",4159,"III",5259023,5260512,1490,"+","WormBase","gene",NA,NA,"WBGene00001661",1,"gop-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4130",4160,"III",5260694,5263837,3144,"+","WormBase","gene",NA,NA,"WBGene00001662",1,"gop-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4131",4161,"III",5265113,5267204,2092,"+","WormBase","gene",NA,NA,"WBGene00001740",1,"gro-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4132",4162,"III",5268755,5273471,4717,"-","WormBase","gene",NA,NA,"WBGene00022598",1,"ztf-8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4133",4163,"III",5275251,5277802,2552,"+","WormBase","gene",NA,NA,"WBGene00006590",1,"toc-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4134",4164,"III",5321885,5326345,4461,"+","WormBase","gene",NA,NA,"WBGene00018674",1,"F52C9.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4135",4165,"III",5326623,5333620,6998,"+","WormBase","gene",NA,NA,"WBGene00018672",1,"sorf-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4136",4166,"III",5341682,5344259,2578,"+","WormBase","gene",NA,NA,"WBGene00022664",1,"ZK121.2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4137",4167,"III",5345264,5346117,854,"-","WormBase","gene",NA,NA,"WBGene00022663",1,"glrx-21","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4138",4168,"III",5345931,5349401,3471,"-","WormBase","gene",NA,NA,"WBGene00021311",1,"thoc-5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4139",4169,"III",5368966,5371276,2311,"-","WormBase","gene",NA,NA,"WBGene00021312",1,"szy-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4140",4170,"III",5375699,5379929,4231,"-","WormBase","gene",NA,NA,"WBGene00021313",1,"paqr-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4141",4171,"III",5382285,5385415,3131,"-","WormBase","gene",NA,NA,"WBGene00021315",1,"Y32H12A.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4142",4172,"III",5407888,5413214,5327,"+","WormBase","gene",NA,NA,"WBGene00020966",1,"W03A5.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4143",4173,"III",5413137,5414011,875,"-","WormBase","gene",NA,NA,"WBGene00001731",1,"grl-22","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4144",4174,"III",5415583,5424083,8501,"-","WormBase","gene",NA,NA,"WBGene00001042",1,"dnj-24","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4145",4175,"III",5443167,5446506,3340,"+","WormBase","gene",NA,NA,"WBGene00018612",1,"disl-2","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4146",4176,"III",5446511,5448395,1885,"-","WormBase","gene",NA,NA,"WBGene00018613",1,"skpt-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4147",4177,"III",5448792,5449812,1021,"-","WormBase","gene",NA,NA,"WBGene00044410",1,"F48E8.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4148",4178,"III",5453590,5460347,6758,"+","WormBase","gene",NA,NA,"WBGene00018611",1,"F48E8.4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4149",4179,"III",5480303,5483773,3471,"-","WormBase","gene",NA,NA,"WBGene00019836",1,"R02F2.7","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4150",4180,"III",5487553,5498958,11406,"+","WormBase","gene",NA,NA,"WBGene00019832",1,"osg-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4151",4181,"III",5499190,5499976,787,"+","WormBase","gene",NA,NA,"WBGene00019838",1,"R02F2.9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4152",4182,"III",5501885,5506400,4516,"+","WormBase","gene",NA,NA,"WBGene00019831",1,"R02F2.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4153",4183,"III",5544295,5546295,2001,"+","WormBase","gene",NA,NA,"WBGene00017027",1,"D1044.1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4154",4184,"III",5546987,5551248,4262,"+","WormBase","gene",NA,NA,"WBGene00017302",1,"F09F7.5","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4155",4185,"III",5551232,5552135,904,"-","WormBase","gene",NA,NA,"WBGene00017303",1,"F09F7.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4156",4186,"III",5553489,5554934,1446,"-","WormBase","gene",NA,NA,"WBGene00017304",1,"nmad-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4157",4187,"III",5555450,5557318,1869,"+","WormBase","gene",NA,NA,"WBGene00017301",1,"hach-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4158",4188,"III",5565025,5567382,2358,"+","WormBase","gene",NA,NA,"WBGene00003371",1,"mlc-3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4159",4189,"III",5584947,5587110,2164,"+","WormBase","gene",NA,NA,"WBGene00018965",1,"F56D2.3","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4160",4190,"III",5589036,5591718,2683,"-","WormBase","gene",NA,NA,"WBGene00018967",1,"ddx-15","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4161",4191,"III",5592135,5594401,2267,"+","WormBase","gene",NA,NA,"WBGene00018963",1,"ucr-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4162",4192,"III",5595771,5598061,2291,"+","WormBase","gene",NA,NA,"WBGene00000420",1,"ced-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4163",4193,"III",5597979,5600058,2080,"-","WormBase","gene",NA,NA,"WBGene00015470",1,"C05D2.10","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4164",4194,"III",5600381,5603489,3109,"-","WormBase","gene",NA,NA,"WBGene00015468",1,"madf-11","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4165",4195,"III",5607509,5610346,2838,"-","WormBase","gene",NA,NA,"WBGene00015469",1,"C05D2.8","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4166",4196,"III",5625135,5632323,7189,"+","WormBase","gene",NA,NA,"WBGene00000900",1,"daf-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4167",4197,"III",5635479,5654564,19086,"+","WormBase","gene",NA,NA,"WBGene00000518",1,"ckk-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4168",4198,"III",5659802,5661085,1284,"-","WormBase","gene",NA,NA,"WBGene00018829",1,"F54E7.6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4169",4199,"III",5690105,5692740,2636,"-","WormBase","gene",NA,NA,"WBGene00015146",1,"abi-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4170",4200,"III",5702204,5705525,3322,"-","WormBase","gene",NA,NA,"WBGene00006359",1,"swp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4171",4201,"III",5705525,5706127,603,"-","WormBase","gene",NA,NA,"WBGene00004435",1,"rpl-23","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4172",4202,"III",5706717,5709324,2608,"-","WormBase","gene",NA,NA,"WBGene00015148",1,"hpo-28","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4173",4203,"III",5714886,5717586,2701,"+","WormBase","gene",NA,NA,"WBGene00000182",1,"arf-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4174",4204,"III",5755539,5765816,10278,"+","WormBase","gene",NA,NA,"WBGene00002048",1,"ida-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4175",4205,"III",5816232,5820204,3973,"+","WormBase","gene",NA,NA,"WBGene00004858",1,"sma-4","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4176",4206,"III",5853530,5855687,2158,"-","WormBase","gene",NA,NA,"WBGene00000381",1,"cct-6","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4177",4207,"III",5856018,5859179,3162,"+","WormBase","gene",NA,NA,"WBGene00000115",1,"alh-9","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
"4178",4208,"III",5861842,5863803,1962,"-","WormBase","gene",NA,NA,"WBGene00017163",1,"dnpp-1","WormBase","protein_coding",NA,NA,NA,NA,NA,NA,NA,NA
