,seq_id,seqnames,type,start,end,width,strand,gene_id,gene_biotype,Orthogroup
3501,elegans_II,II,gene,2053919,2059070,5152,-,WBGene00017210,protein_coding,OG0006784
3502,elegans_II,II,gene,5427449,5429572,2124,-,WBGene00017217,protein_coding,OG0006106
3503,elegans_IV,IV,gene,8682240,8686610,4371,-,WBGene00017237,protein_coding,OG0008937
3504,elegans_I,I,gene,6758181,6760179,1999,-,WBGene00017240,protein_coding,OG0005427
3505,elegans_X,X,gene,7568141,7569722,1582,-,WBGene00017244,protein_coding,OG0008664
3506,elegans_II,II,gene,2783087,2787081,3995,-,WBGene00017255,protein_coding,OG0008258
3507,elegans_V,V,gene,5410955,5413001,2047,+,WBGene00017262,protein_coding,OG0006024
3508,elegans_III,III,gene,7359498,7362129,2632,+,WBGene00017268,protein_coding,OG0008869
3509,elegans_III,III,gene,7345855,7347149,1295,-,WBGene00017272,protein_coding,OG0009308
3510,elegans_III,III,gene,7347234,7349175,1942,-,WBGene00017273,protein_coding,OG0008868
3511,elegans_II,II,gene,5375267,5377111,1845,+,WBGene00017282,protein_coding,OG0010336
3512,elegans_II,II,gene,5373997,5375177,1181,+,WBGene00017283,protein_coding,OG0010337
3513,elegans_II,II,gene,5357308,5358187,880,-,WBGene00017289,protein_coding,OG0010331
3514,elegans_II,II,gene,5342666,5344875,2210,-,WBGene00017291,protein_coding,OG0010360
3515,elegans_X,X,gene,1500180,1501852,1673,-,WBGene00017297,protein_coding,OG0007713
3516,elegans_X,X,gene,1510481,1521487,11007,-,WBGene00017298,protein_coding,OG0007712
3517,elegans_III,III,gene,5555450,5557318,1869,+,WBGene00017301,protein_coding,OG0006205
3518,elegans_III,III,gene,5546987,5551248,4262,+,WBGene00017302,protein_coding,OG0006202
3519,elegans_III,III,gene,5551232,5552135,904,-,WBGene00017303,protein_coding,OG0006203
3520,elegans_III,III,gene,5553489,5554934,1446,-,WBGene00017304,protein_coding,OG0006204
3521,elegans_X,X,gene,4115326,4116978,1653,+,WBGene00017306,protein_coding,OG0009136
3522,elegans_X,X,gene,4110442,4111440,999,-,WBGene00017307,protein_coding,OG0009131
3523,elegans_X,X,gene,4122418,4128431,6014,-,WBGene00017309,protein_coding,OG0009143
3524,elegans_V,V,gene,7200232,7205635,5404,+,WBGene00017310,protein_coding,OG0009491
3525,elegans_V,V,gene,7184849,7188552,3704,+,WBGene00017312,protein_coding,OG0009493
3526,elegans_V,V,gene,7179172,7182858,3687,+,WBGene00017313,protein_coding,OG0009494
3527,elegans_V,V,gene,7175501,7178795,3295,+,WBGene00017314,protein_coding,OG0009495
3528,elegans_V,V,gene,7193766,7196137,2372,-,WBGene00017317,protein_coding,OG0009492
3529,elegans_II,II,gene,5772054,5774220,2167,-,WBGene00017326,protein_coding,OG0005629
3530,elegans_III,III,gene,472317,475349,3033,+,WBGene00017328,protein_coding,OG0008098
3531,elegans_X,X,gene,17359752,17363741,3990,+,WBGene00017338,protein_coding,OG0010277
3532,elegans_X,X,gene,17364707,17368642,3936,-,WBGene00017339,protein_coding,OG0010278
3533,elegans_X,X,gene,17372318,17374634,2317,-,WBGene00017340,protein_coding,OG0010279
3534,elegans_X,X,gene,17383125,17391615,8491,-,WBGene00017342,protein_coding,OG0010280
3535,elegans_II,II,gene,7111978,7112982,1005,+,WBGene00017347,protein_coding,OG0010235
3536,elegans_II,II,gene,7113080,7113732,653,+,WBGene00017348,protein_coding,OG0010234
3537,elegans_II,II,gene,7106412,7110056,3645,-,WBGene00017350,protein_coding,OG0005750
3538,elegans_II,II,gene,7113683,7115906,2224,-,WBGene00017351,protein_coding,OG0010233
3539,elegans_II,II,gene,4693414,4696408,2995,+,WBGene00017369,protein_coding,OG0007553
3540,elegans_II,II,gene,4713673,4726264,12592,-,WBGene00017373,protein_coding,OG0007549
3541,elegans_II,II,gene,4727328,4727869,542,-,WBGene00017374,protein_coding,OG0007548
3542,elegans_X,X,gene,17429042,17433544,4503,+,WBGene00017375,protein_coding,OG0010283
3543,elegans_X,X,gene,3333124,3347305,14182,+,WBGene00017380,protein_coding,OG0008491
3544,elegans_X,X,gene,3315314,3324242,8929,+,WBGene00017381,protein_coding,OG0008492
3545,elegans_II,II,gene,4857923,4859152,1230,+,WBGene00017385,protein_coding,OG0006655
3546,elegans_III,III,gene,7009136,7019584,10449,+,WBGene00017389,protein_coding,OG0009416
3547,elegans_II,II,gene,5480484,5482041,1558,-,WBGene00017394,protein_coding,OG0006102
3548,elegans_I,I,gene,2250131,2254908,4778,+,WBGene00017398,protein_coding,OG0008729
3549,elegans_X,X,gene,8287249,8294519,7271,+,WBGene00017419,protein_coding,OG0008290
3550,elegans_X,X,gene,8262420,8271021,8602,-,WBGene00017421,protein_coding,OG0008288
3551,elegans_X,X,gene,604872,608492,3621,-,WBGene00017426,protein_coding,OG0007728
3552,elegans_X,X,gene,5829435,5832027,2593,+,WBGene00017427,protein_coding,OG0008546
3553,elegans_X,X,gene,5804379,5805922,1544,-,WBGene00017428,protein_coding,OG0008544
3554,elegans_V,V,gene,6372101,6374944,2844,-,WBGene00017433,protein_coding,OG0009225
3555,elegans_II,II,gene,6283384,6284724,1341,+,WBGene00017434,protein_coding,OG0005727
3556,elegans_II,II,gene,6263985,6265575,1591,+,WBGene00017436,protein_coding,OG0005725
3557,elegans_II,II,gene,6260857,6262524,1668,+,WBGene00017437,protein_coding,OG0005724
3558,elegans_II,II,gene,6252719,6256124,3406,-,WBGene00017438,protein_coding,OG0005723
3559,elegans_II,II,gene,6288412,6290097,1686,-,WBGene00017440,protein_coding,OG0005728
3560,elegans_II,II,gene,6279676,6281102,1427,-,WBGene00017442,protein_coding,OG0005726
3561,elegans_X,X,gene,6929262,6932425,3164,-,WBGene00017448,protein_coding,OG0008625
3562,elegans_X,X,gene,6921646,6924764,3119,-,WBGene00017449,protein_coding,OG0008624
3563,elegans_X,X,gene,5603766,5609133,5368,+,WBGene00017463,protein_coding,OG0008527
3564,elegans_X,X,gene,5595787,5599330,3544,-,WBGene00017464,protein_coding,OG0008526
3565,elegans_V,V,gene,5127093,5130076,2984,+,WBGene00017468,protein_coding,OG0009481
3566,elegans_X,X,gene,4344215,4345654,1440,+,WBGene00017471,protein_coding,OG0006298
3567,elegans_X,X,gene,4430838,4437655,6818,-,WBGene00017478,protein_coding,OG0006302
3568,elegans_IV,IV,gene,4301306,4304448,3143,+,WBGene00017483,protein_coding,OG0009657
3569,elegans_X,X,gene,8446408,8450436,4029,+,WBGene00017513,protein_coding,OG0009154
3570,elegans_X,X,gene,8457614,8459848,2235,+,WBGene00017514,protein_coding,OG0009153
3571,elegans_X,X,gene,8459821,8463360,3540,-,WBGene00017515,protein_coding,OG0009152
3572,elegans_II,II,gene,7658325,7662522,4198,-,WBGene00017547,protein_coding,OG0006901
3573,elegans_II,II,gene,7662706,7663754,1049,-,WBGene00017548,protein_coding,OG0005740
3574,elegans_II,II,gene,6567130,6567934,805,+,WBGene00017562,protein_coding,OG0010238
3575,elegans_II,II,gene,6559722,6561444,1723,-,WBGene00017563,protein_coding,OG0010237
3576,elegans_IV,IV,gene,339808,359293,19486,+,WBGene00017576,protein_coding,OG0008028
3577,elegans_V,V,gene,7018838,7021872,3035,-,WBGene00017616,protein_coding,OG0009485
3578,elegans_X,X,gene,4194014,4196531,2518,-,WBGene00017628,protein_coding,OG0009146
3579,elegans_V,V,gene,8161957,8165448,3492,+,WBGene00017635,protein_coding,OG0007350
3580,elegans_V,V,gene,8192060,8195939,3880,-,WBGene00017639,protein_coding,OG0006791
3581,elegans_V,V,gene,8196774,8199094,2321,-,WBGene00017640,protein_coding,OG0006792
3582,elegans_IV,IV,gene,7957267,7962157,4891,+,WBGene00017641,protein_coding,OG0009699
3583,elegans_IV,IV,gene,7943614,7946825,3212,-,WBGene00017643,protein_coding,OG0009700
3584,elegans_IV,IV,gene,7937959,7938934,976,-,WBGene00017645,protein_coding,OG0009701
3585,elegans_III,III,gene,6587864,6589398,1535,+,WBGene00017648,protein_coding,OG0005864
3586,elegans_V,V,gene,9112767,9122189,9423,+,WBGene00017657,protein_coding,OG0007139
3587,elegans_V,V,gene,9096267,9097220,954,+,WBGene00017659,protein_coding,OG0007138
3588,elegans_II,II,gene,7319865,7324025,4161,-,WBGene00017663,protein_coding,OG0010216
3589,elegans_II,II,gene,7328736,7331324,2589,-,WBGene00017664,protein_coding,OG0010215
3590,elegans_I,I,gene,4906839,4911829,4991,+,WBGene00017671,protein_coding,OG0005240
3591,elegans_I,I,gene,4911805,4914047,2243,-,WBGene00017675,protein_coding,OG0005239
3592,elegans_V,V,gene,8282376,8284900,2525,-,WBGene00017681,protein_coding,OG0006801
3593,elegans_II,II,gene,6097830,6099645,1816,+,WBGene00017683,protein_coding,OG0005705
3594,elegans_II,II,gene,6092746,6097597,4852,-,WBGene00017686,protein_coding,OG0005706
3595,elegans_X,X,gene,6522596,6530146,7551,-,WBGene00017690,protein_coding,OG0008596
3596,elegans_III,III,gene,8665338,8667365,2028,+,WBGene00017692,protein_coding,OG0008880
3597,elegans_III,III,gene,8626258,8628590,2333,-,WBGene00017696,protein_coding,OG0008879
3598,elegans_II,II,gene,6947855,6951300,3446,-,WBGene00017702,protein_coding,OG0006857
3599,elegans_X,X,gene,6004153,6007096,2944,+,WBGene00017716,protein_coding,OG0008560
3600,elegans_X,X,gene,5992099,5992870,772,-,WBGene00017718,protein_coding,OG0008559
3601,elegans_V,V,gene,2131473,2140042,8570,-,WBGene00017724,protein_coding,OG0007278
3602,elegans_I,I,gene,2418461,2420353,1893,-,WBGene00017734,protein_coding,OG0005401
3603,elegans_I,I,gene,2429675,2432588,2914,-,WBGene00017737,protein_coding,OG0005402
3604,elegans_I,I,gene,2415131,2418543,3413,+,WBGene00017741,protein_coding,OG0005400
3605,elegans_II,II,gene,34204,35270,1067,+,WBGene00017743,protein_coding,OG0006623
3606,elegans_II,II,gene,25374,28423,3050,-,WBGene00017745,protein_coding,OG0006613
3607,elegans_II,II,gene,30061,31584,1524,-,WBGene00017746,protein_coding,OG0006618
3608,elegans_II,II,gene,38558,39537,980,-,WBGene00017748,protein_coding,OG0006659
3609,elegans_II,II,gene,45040,47479,2440,+,WBGene00017749,protein_coding,OG0006657
3610,elegans_III,III,gene,6483218,6489314,6097,+,WBGene00017754,protein_coding,OG0010016
3611,elegans_III,III,gene,895747,900158,4412,+,WBGene00017758,protein_coding,OG0008145
3612,elegans_III,III,gene,902287,907539,5253,-,WBGene00017760,protein_coding,OG0008144
3613,elegans_III,III,gene,917053,919422,2370,-,WBGene00017762,protein_coding,OG0008142
3614,elegans_V,V,gene,5705810,5712336,6527,+,WBGene00017766,protein_coding,OG0007019
3615,elegans_V,V,gene,5684873,5685733,861,+,WBGene00017767,protein_coding,OG0006040
3616,elegans_V,V,gene,5678598,5682630,4033,-,WBGene00017768,protein_coding,OG0006039
3617,elegans_V,V,gene,5685732,5687226,1495,-,WBGene00017770,protein_coding,OG0006041
3618,elegans_V,V,gene,5700154,5701080,927,+,WBGene00017772,protein_coding,OG0006042
3619,elegans_III,III,gene,5966413,5971511,5099,+,WBGene00017773,protein_coding,OG0008751
3620,elegans_III,III,gene,5958722,5962325,3604,+,WBGene00017774,protein_coding,OG0008752
3621,elegans_III,III,gene,5953557,5958246,4690,-,WBGene00017778,protein_coding,OG0008753
3622,elegans_X,X,gene,4441738,4448383,6646,-,WBGene00017794,protein_coding,OG0006303
3623,elegans_V,V,gene,8570311,8581745,11435,+,WBGene00017797,protein_coding,OG0010385
3624,elegans_V,V,gene,8539727,8545581,5855,-,WBGene00017798,protein_coding,OG0010372
3625,elegans_V,V,gene,8565275,8570000,4726,-,WBGene00017800,protein_coding,OG0010383
3626,elegans_III,III,gene,4825344,4829540,4197,-,WBGene00017807,protein_coding,OG0005534
3627,elegans_X,X,gene,7627651,7628233,583,+,WBGene00017813,protein_coding,OG0008661
3628,elegans_V,V,gene,7959270,7960958,1689,+,WBGene00017819,protein_coding,OG0009166
3629,elegans_III,III,gene,4912699,4914133,1435,+,WBGene00017825,protein_coding,OG0005978
3630,elegans_III,III,gene,4900508,4903170,2663,+,WBGene00017826,protein_coding,OG0009187
3631,elegans_III,III,gene,4891608,4893640,2033,-,WBGene00017828,protein_coding,OG0009185
3632,elegans_III,III,gene,4908960,4910038,1079,-,WBGene00017831,protein_coding,OG0009190
3633,elegans_V,V,gene,5838955,5845719,6765,-,WBGene00017834,protein_coding,OG0007209
3634,elegans_V,V,gene,5866134,5869327,3194,-,WBGene00017835,protein_coding,OG0007211
3635,elegans_V,V,gene,5863962,5865185,1224,-,WBGene00017836,protein_coding,OG0007210
3636,elegans_II,II,gene,4763081,4764180,1100,+,WBGene00017838,protein_coding,OG0005997
3637,elegans_II,II,gene,4764159,4766384,2226,-,WBGene00017840,protein_coding,OG0005996
3638,elegans_II,II,gene,4770533,4771382,850,-,WBGene00017841,protein_coding,OG0005995
3639,elegans_II,II,gene,4775284,4784536,9253,-,WBGene00017842,protein_coding,OG0005998
3640,elegans_I,I,gene,5433905,5443026,9122,-,WBGene00017858,protein_coding,OG0009552
3641,elegans_X,X,gene,7667333,7670755,3423,-,WBGene00017865,protein_coding,OG0008659
3642,elegans_X,X,gene,7676511,7680619,4109,-,WBGene00017866,protein_coding,OG0008658
3643,elegans_I,I,gene,4934259,4949353,15095,+,WBGene00017885,protein_coding,OG0005237
3644,elegans_I,I,gene,4928507,4932178,3672,+,WBGene00017888,protein_coding,OG0005238
3645,elegans_X,X,gene,3210470,3220367,9898,-,WBGene00017891,protein_coding,OG0006370
3646,elegans_IV,IV,gene,4568841,4590297,21457,+,WBGene00017900,protein_coding,OG0009628
3647,elegans_IV,IV,gene,4562649,4565893,3245,+,WBGene00017901,protein_coding,OG0009629
3648,elegans_II,II,gene,2749998,2751775,1778,+,WBGene00017914,protein_coding,OG0008257
3649,elegans_IV,IV,gene,4659049,4659517,469,-,WBGene00017924,protein_coding,OG0009625
3650,elegans_IV,IV,gene,4659631,4660201,571,-,WBGene00017925,protein_coding,OG0009624
3651,elegans_IV,IV,gene,119256,121707,2452,-,WBGene00017928,protein_coding,OG0009653
3652,elegans_X,X,gene,17554945,17563610,8666,-,WBGene00017939,protein_coding,OG0009343
3653,elegans_II,II,gene,6799111,6800154,1044,-,WBGene00017954,protein_coding,OG0006883
3654,elegans_II,II,gene,7245876,7250189,4314,+,WBGene00017968,protein_coding,OG0010222
3655,elegans_II,II,gene,7229150,7230616,1467,+,WBGene00017970,protein_coding,OG0010224
3656,elegans_X,X,gene,5298561,5306542,7982,+,WBGene00017973,protein_coding,OG0008505
3657,elegans_X,X,gene,5283831,5289724,5894,+,WBGene00017974,protein_coding,OG0008503
3658,elegans_I,I,gene,2668160,2672438,4279,+,WBGene00017979,protein_coding,OG0006920
3659,elegans_I,I,gene,2672940,2682797,9858,-,WBGene00017980,protein_coding,OG0006913
3660,elegans_V,V,gene,4341431,4345999,4569,-,WBGene00017981,protein_coding,OG0007315
3661,elegans_IV,IV,gene,7568893,7573766,4874,+,WBGene00017991,protein_coding,OG0007888
3662,elegans_IV,IV,gene,7707574,7709701,2128,-,WBGene00017997,protein_coding,OG0009397
3663,elegans_I,I,gene,5854199,5855040,842,-,WBGene00018005,protein_coding,OG0005414
3664,elegans_I,I,gene,5857545,5862557,5013,-,WBGene00018006,protein_coding,OG0005413
3665,elegans_II,II,gene,5029944,5031712,1769,-,WBGene00018014,protein_coding,OG0010079
3666,elegans_II,II,gene,5049915,5053966,4052,+,WBGene00018018,protein_coding,OG0010081
3667,elegans_II,II,gene,2690472,2692576,2105,-,WBGene00018023,protein_coding,OG0007836
3668,elegans_X,X,gene,3807466,3816429,8964,+,WBGene00018024,protein_coding,OG0009051
3669,elegans_X,X,gene,17035194,17043078,7885,-,WBGene00018033,protein_coding,OG0010266
3670,elegans_II,II,gene,7570605,7572438,1834,+,WBGene00018041,protein_coding,OG0010194
3671,elegans_II,II,gene,7580144,7583655,3512,-,WBGene00018042,protein_coding,OG0010193
3672,elegans_II,II,gene,4603427,4604161,735,+,WBGene00018045,protein_coding,OG0005777
3673,elegans_II,II,gene,4601355,4602633,1279,-,WBGene00018046,protein_coding,OG0005776
3674,elegans_IV,IV,gene,4040284,4041544,1261,+,WBGene00018065,protein_coding,OG0009831
3675,elegans_X,X,gene,9315436,9319180,3745,-,WBGene00018067,protein_coding,OG0009380
3676,elegans_IV,IV,gene,8329213,8329956,744,+,WBGene00018068,protein_coding,OG0009669
3677,elegans_IV,IV,gene,8325967,8327063,1097,+,WBGene00018069,protein_coding,OG0009670
3678,elegans_IV,IV,gene,8307315,8312946,5632,-,WBGene00018073,protein_coding,OG0009671
3679,elegans_V,V,gene,9401764,9414616,12853,-,WBGene00018089,protein_coding,OG0007164
3680,elegans_V,V,gene,9419254,9425817,6564,-,WBGene00018090,protein_coding,OG0007165
3681,elegans_V,V,gene,1779655,1782022,2368,-,WBGene00018113,protein_coding,OG0005104
3682,elegans_III,III,gene,6711890,6713191,1302,+,WBGene00018135,protein_coding,OG0005529
3683,elegans_IV,IV,gene,3867309,3871842,4534,+,WBGene00018144,protein_coding,OG0009801
3684,elegans_IV,IV,gene,3875402,3878333,2932,-,WBGene00018146,protein_coding,OG0009803
3685,elegans_III,III,gene,7184336,7187868,3533,+,WBGene00018149,protein_coding,OG0008478
3686,elegans_III,III,gene,7196224,7198073,1850,-,WBGene00018154,protein_coding,OG0008481
3687,elegans_X,X,gene,6693631,6695724,2094,+,WBGene00018173,protein_coding,OG0008611
3688,elegans_X,X,gene,6674869,6679848,4980,+,WBGene00018174,protein_coding,OG0008609
3689,elegans_X,X,gene,6684444,6690085,5642,-,WBGene00018175,protein_coding,OG0008610
3690,elegans_V,V,gene,8358203,8359163,961,-,WBGene00018181,protein_coding,OG0006807
3691,elegans_X,X,gene,17567565,17579879,12315,-,WBGene00018191,protein_coding,OG0009342
3692,elegans_X,X,gene,4834868,4853195,18328,-,WBGene00018193,protein_coding,OG0006337
3693,elegans_V,V,gene,7891530,7895518,3989,+,WBGene00018216,protein_coding,OG0009277
3694,elegans_V,V,gene,7878914,7881398,2485,+,WBGene00018217,protein_coding,OG0009279
3695,elegans_V,V,gene,7892118,7893862,1745,-,WBGene00018221,protein_coding,OG0009278
3696,elegans_V,V,gene,7895511,7899861,4351,-,WBGene00018222,protein_coding,OG0009276
3697,elegans_I,I,gene,2645266,2657245,11980,-,WBGene00018232,protein_coding,OG0006971
3698,elegans_II,II,gene,6179831,6184701,4871,+,WBGene00018249,protein_coding,OG0005714
3699,elegans_II,II,gene,6171507,6173170,1664,+,WBGene00018251,protein_coding,OG0005713
3700,elegans_X,X,gene,6823885,6825862,1978,-,WBGene00018257,protein_coding,OG0008618
3701,elegans_II,II,gene,4749968,4751822,1855,+,WBGene00018268,protein_coding,OG0005993
3702,elegans_II,II,gene,4737648,4739802,2155,+,WBGene00018271,protein_coding,OG0007547
3703,elegans_II,II,gene,4716046,4718536,2491,+,WBGene00018274,protein_coding,OG0007550
3704,elegans_II,II,gene,4731178,4733948,2771,-,WBGene00018275,protein_coding,OG0007546
3705,elegans_X,X,gene,8378557,8382711,4155,+,WBGene00018281,protein_coding,OG0009163
3706,elegans_X,X,gene,8382705,8384945,2241,-,WBGene00018282,protein_coding,OG0009162
3707,elegans_X,X,gene,8403539,8408367,4829,-,WBGene00018283,protein_coding,OG0009160
3708,elegans_V,V,gene,8597497,8599292,1796,-,WBGene00018288,protein_coding,OG0007513
3709,elegans_V,V,gene,8605088,8606128,1041,-,WBGene00018290,protein_coding,OG0007511
3710,elegans_V,V,gene,8626900,8629129,2230,-,WBGene00018293,protein_coding,OG0007512
3711,elegans_II,II,gene,6760674,6775176,14503,-,WBGene00018304,protein_coding,OG0006878
3712,elegans_IV,IV,gene,5364559,5366751,2193,+,WBGene00018317,protein_coding,OG0009465
3713,elegans_IV,IV,gene,5366867,5368865,1999,+,WBGene00018321,protein_coding,OG0009464
3714,elegans_III,III,gene,6173403,6176191,2789,+,WBGene00018339,protein_coding,OG0006611
3715,elegans_III,III,gene,6154844,6157758,2915,-,WBGene00018340,protein_coding,OG0006693
3716,elegans_III,III,gene,6171219,6173477,2259,-,WBGene00018341,protein_coding,OG0006612
3717,elegans_III,III,gene,6176157,6176861,705,-,WBGene00018342,protein_coding,OG0006610
3718,elegans_IV,IV,gene,7305625,7308451,2827,+,WBGene00018344,protein_coding,OG0007857
3719,elegans_IV,IV,gene,7308445,7309074,630,-,WBGene00018348,protein_coding,OG0008446
3720,elegans_IV,IV,gene,7314371,7317103,2733,-,WBGene00018349,protein_coding,OG0008447
3721,elegans_IV,IV,gene,7320734,7326663,5930,-,WBGene00018350,protein_coding,OG0008448
3722,elegans_IV,IV,gene,8130561,8132232,1672,+,WBGene00018357,protein_coding,OG0009684
3723,elegans_IV,IV,gene,8128940,8130231,1292,-,WBGene00018361,protein_coding,OG0009685
3724,elegans_III,III,gene,783703,786092,2390,+,WBGene00018362,protein_coding,OG0008173
3725,elegans_III,III,gene,8484153,8488396,4244,+,WBGene00018367,protein_coding,OG0005173
3726,elegans_III,III,gene,8467035,8478400,11366,+,WBGene00018369,protein_coding,OG0005171
3727,elegans_III,III,gene,8478379,8480455,2077,-,WBGene00018370,protein_coding,OG0005172
3728,elegans_III,III,gene,8488339,8490352,2014,-,WBGene00018371,protein_coding,OG0005174
3729,elegans_X,X,gene,16665093,16674732,9640,-,WBGene00018374,protein_coding,OG0009062
3730,elegans_X,X,gene,4793279,4796158,2880,+,WBGene00018375,protein_coding,OG0006336
3731,elegans_X,X,gene,4783613,4790327,6715,+,WBGene00018376,protein_coding,OG0006335
3732,elegans_II,II,gene,7358893,7363260,4368,+,WBGene00018392,protein_coding,OG0010214
3733,elegans_II,II,gene,7363220,7364040,821,-,WBGene00018393,protein_coding,OG0010213
3734,elegans_V,V,gene,8017207,8021715,4509,+,WBGene00018398,protein_coding,OG0010245
3735,elegans_V,V,gene,8023195,8024940,1746,-,WBGene00018399,protein_coding,OG0010244
3736,elegans_V,V,gene,8026708,8028789,2082,+,WBGene00018400,protein_coding,OG0010243
3737,elegans_V,V,gene,9305416,9310926,5511,+,WBGene00018403,protein_coding,OG0007117
3738,elegans_V,V,gene,9297632,9302496,4865,+,WBGene00018405,protein_coding,OG0007116
3739,elegans_III,III,gene,8832480,8838424,5945,-,WBGene00018418,protein_coding,OG0006268
3740,elegans_V,V,gene,5785957,5790553,4597,-,WBGene00018430,protein_coding,OG0006060
3741,elegans_X,X,gene,8003682,8009400,5719,+,WBGene00018462,protein_coding,OG0007679
3742,elegans_X,X,gene,7985979,7988981,3003,+,WBGene00018465,protein_coding,OG0007677
3743,elegans_X,X,gene,7988931,7998229,9299,-,WBGene00018467,protein_coding,OG0007678
3744,elegans_IV,IV,gene,7628166,7629042,877,-,WBGene00018470,protein_coding,OG0009404
3745,elegans_IV,IV,gene,7635653,7641858,6206,-,WBGene00018472,protein_coding,OG0009402
3746,elegans_IV,IV,gene,7651459,7654295,2837,+,WBGene00018473,protein_coding,OG0009400
3747,elegans_II,II,gene,7310348,7313875,3528,+,WBGene00018474,protein_coding,OG0010218
3748,elegans_II,II,gene,7313774,7314183,410,-,WBGene00018476,protein_coding,OG0010217
3749,elegans_V,V,gene,8513573,8518872,5300,-,WBGene00018482,protein_coding,OG0010374
3750,elegans_V,V,gene,8518934,8520896,1963,-,WBGene00018483,protein_coding,OG0010373
3751,elegans_X,X,gene,7548458,7551288,2831,+,WBGene00018484,protein_coding,OG0008668
3752,elegans_X,X,gene,7525571,7527433,1863,+,WBGene00018485,protein_coding,OG0008672
3753,elegans_X,X,gene,7537809,7540133,2325,-,WBGene00018486,protein_coding,OG0008669
3754,elegans_X,X,gene,7551197,7554426,3230,-,WBGene00018487,protein_coding,OG0008667
3755,elegans_V,V,gene,6524989,6532089,7101,+,WBGene00018488,protein_coding,OG0009211
3756,elegans_V,V,gene,6515283,6516526,1244,-,WBGene00018491,protein_coding,OG0009212
3757,elegans_V,V,gene,6532071,6533060,990,-,WBGene00018492,protein_coding,OG0009210
3758,elegans_I,I,gene,5610374,5616402,6029,-,WBGene00018512,protein_coding,OG0006815
3759,elegans_X,X,gene,5791215,5797343,6129,+,WBGene00018514,protein_coding,OG0008543
3760,elegans_X,X,gene,5782499,5786455,3957,+,WBGene00018516,protein_coding,OG0008542
3761,elegans_X,X,gene,7265648,7267893,2246,+,WBGene00018518,protein_coding,OG0008648
3762,elegans_X,X,gene,7230705,7238662,7958,-,WBGene00018519,protein_coding,OG0008644
3763,elegans_X,X,gene,7245064,7254610,9547,-,WBGene00018520,protein_coding,OG0008646
3764,elegans_X,X,gene,7238666,7242983,4318,-,WBGene00018522,protein_coding,OG0008645
3765,elegans_X,X,gene,7258116,7260377,2262,-,WBGene00018523,protein_coding,OG0008647
3766,elegans_X,X,gene,3778056,3781140,3085,-,WBGene00018538,protein_coding,OG0009037
3767,elegans_III,III,gene,6298461,6299374,914,+,WBGene00018560,protein_coding,OG0010369
3768,elegans_III,III,gene,6299330,6303380,4051,-,WBGene00018564,protein_coding,OG0010368
3769,elegans_X,X,gene,3893257,3895677,2421,-,WBGene00018571,protein_coding,OG0009058
3770,elegans_X,X,gene,2385753,2392887,7135,+,WBGene00018576,protein_coding,OG0006408
3771,elegans_I,I,gene,1471075,1479923,8849,+,WBGene00018579,protein_coding,OG0008698
3772,elegans_X,X,gene,2163384,2164069,686,+,WBGene00018590,protein_coding,OG0006392
3773,elegans_X,X,gene,2147279,2150106,2828,-,WBGene00018591,protein_coding,OG0006391
3774,elegans_X,X,gene,2173890,2176411,2522,-,WBGene00018593,protein_coding,OG0006393
3775,elegans_I,I,gene,5318220,5319301,1082,-,WBGene00018599,protein_coding,OG0008395
3776,elegans_X,X,gene,4246554,4247212,659,-,WBGene00018602,protein_coding,OG0006290
3777,elegans_X,X,gene,7490394,7493120,2727,-,WBGene00018603,protein_coding,OG0008675
3778,elegans_X,X,gene,7495694,7500982,5289,-,WBGene00018604,protein_coding,OG0008673
3779,elegans_X,X,gene,7493724,7495591,1868,-,WBGene00018605,protein_coding,OG0008674
3780,elegans_III,III,gene,5453590,5460347,6758,+,WBGene00018611,protein_coding,OG0006196
3781,elegans_III,III,gene,5443167,5446506,3340,+,WBGene00018612,protein_coding,OG0006193
3782,elegans_III,III,gene,5446511,5448395,1885,-,WBGene00018613,protein_coding,OG0006194
3783,elegans_IV,IV,gene,7556816,7558761,1946,+,WBGene00018635,protein_coding,OG0007886
3784,elegans_X,X,gene,5897338,5902157,4820,+,WBGene00018639,protein_coding,OG0008553
3785,elegans_X,X,gene,5890380,5894757,4378,+,WBGene00018640,protein_coding,OG0008552
3786,elegans_X,X,gene,5875867,5881752,5886,+,WBGene00018641,protein_coding,OG0008551
3787,elegans_III,III,gene,5326623,5333620,6998,+,WBGene00018672,protein_coding,OG0006211
3788,elegans_III,III,gene,5321885,5326345,4461,+,WBGene00018674,protein_coding,OG0006212
3789,elegans_IV,IV,gene,1924001,1948080,24080,+,WBGene00018681,protein_coding,OG0008065
3790,elegans_X,X,gene,460651,466899,6249,+,WBGene00018682,protein_coding,OG0007721
3791,elegans_V,V,gene,8379506,8383668,4163,+,WBGene00018694,protein_coding,OG0007226
3792,elegans_V,V,gene,8398141,8402669,4529,-,WBGene00018697,protein_coding,OG0009253
3793,elegans_V,V,gene,8415648,8444806,29159,-,WBGene00018700,protein_coding,OG0009252
3794,elegans_X,X,gene,3089549,3092437,2889,+,WBGene00018701,protein_coding,OG0006379
3795,elegans_X,X,gene,3085828,3087345,1518,-,WBGene00018702,protein_coding,OG0006380
3796,elegans_X,X,gene,3095428,3099852,4425,-,WBGene00018703,protein_coding,OG0006377
